CAZyme	ART45	ART46	ART47	ART48	ART49	ART50	CIGOMA4	CIGOMD18	DELGOM54	DELGOM55	DELGOM56	DELGOM57	DELGOM58	DELGOM59	DELGOM60	DSANT06	DSANT08	DSANT09	DSANT11	DSANT95	GBGOC44	GBGOC45	GBGOC47	GYRPAC92	HRSPAC47	HRSPAC64	HRSPAC65	KJGOM4	KJGOM5	KJGOM6	KOR52	KOR58	LOKART30	LOKART60	LOKART62	LOKART95	MARPAC23	SMMPAC33	SMMPAC46
PL17_2	0	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71786	1.42497	2.7638	0.370705	3.90749	0.228732	0.257941	0	0	0	0	0	0	0	0	1.38339	0.56637	0.135703	0	0.0869195	0.140864	0	0	0
PL1_2	0.788599	0.550038	0.860576	0.419069	0.442565	0.679991	0	7.85536	1.71005	4.40548	1.52135	1.85342	0.547377	1.32613	1.80864	6.81967	1.78122	4.60633	2.59494	5.47049	3.65971	3.35323	2.90066	0	4.79404	3.93885	0.942847	1.55263	2.75066	8.65739	7.92304	6.23007	10.042	5.72857	8.34427	7.18407	0	7.2483	4.99497
PL1_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135703	0	0	0	0	0	0
PL2	0	0	0	0	0	0	0	1.90433	0	0.367124	0	0	0	0.663065	0	0	0	0	0	0	0	0	0	0	0	0.218825	0	0	0.275066	1.79118	0	0	1.49273	1.50752	1.65147	0.986049	0	1.46595	1.18928
PL20	0	0	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	0	0	0	0	0	0.228732	0	0	0	0	0	0	0	0.275066	0	0	0	0.135703	0	0	0	0	0.0814416	0
PL21	0	0	0	0	0	0	0	0	0.570015	0	0	0	0	0	0	0	0	0	0	0	0	0.257941	0	0	0	0.43765	0	0	0	0	0	0	0	0	0.0869195	0.281728	0	0	0.237856
PL21_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228732	0	0.161148	0	0	0	0	0	0	0	0.125763	0	0.678513	0	0	0.140864	0	0	0
PL22	0.15772	0.137509	0.172115	0.419069	0.221282	0.509993	0	0.476083	0	0	0	0	0	0.663065	0.602881	0.35893	0	0.307088	0.74141	0	0	0	0.161148	0	0.799006	0.43765	0.942847	0	0	0	0.50305	0	0.135703	0.603008	0.347678	0.281728	1.96266	0.325766	0.475711
PL22_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0	0.307088	0	0	0	0	0	0	0	0.218825	0	0	0	0	0	0	0.135703	0	0.260758	0.140864	0	0	0.237856
PL24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125763	0	0	0	0	0	0	0.162883	0
PL25	0.23658	0	0.0860576	0	0	0	0	0.714124	0	0	0	0	0	0	0	0.35893	0.356243	0	0	0	0.457463	0	0	0	0	0.218825	0	0	0	0.298531	0.377288	1.13274	1.49273	0.603008	0.782275	0.986049	0	1.05874	0.237856
PL26	0.0788599	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0.228732	0	0	0	0	0	0	0	0	0	0.125763	0	0.135703	0	0.260758	0	0	0.0814416	0.237856
PL27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257941	0	0	0	0	0	0	0	0	0	0	0	0	0.0869195	0	0	0	0
PL29	0.15772	0.0687547	0.172115	0	0	0	0	0.476083	0	0	0	0.370685	0	0	0	3.5893	1.06873	3.68506	1.85353	1.17225	1.60112	0.773822	1.12803	0	0	0.43765	0	0	0	0.895592	1.25763	2.83185	1.62843	0.603008	1.21687	0.986049	0	0.651533	0.713567
PL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PL30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218825	0	0	0	0	0	0	0	0	0	0	0	0	0
PL31	0.47316	0.962566	0.602403	0.628603	0.885129	0.849989	0.273694	1.19021	0	0.734247	0	0	0.547377	0	0.602881	1.07679	1.42497	1.84253	0.74141	4.29824	0.228732	0.515882	0.483443	0.236016	0.799006	0.218825	0	0.258772	1.10026	1.19412	1.50915	0.56637	1.08562	0.603008	1.12995	0.986049	0.654221	1.05874	0.951423
PL33	0	0	0	0	0	0	0	0	0	0	0.507118	0	0	0	0	0	0	0	0	0	0.228732	0	0	0	0	0	0	0	0	0	0.125763	0	0.135703	0	0.260758	0	0	0.0814416	0
PL33_1	0.0788599	0	0	0	0	0	0	0	0	0	0	0	1.09475	0	0	1.07679	0	0.614177	0.370705	0	0.457463	0.257941	0.483443	0	0	0	0	0	0	0	0.377288	0	0.814216	0.904511	0.434597	0.281728	0.654221	0.814416	0.475711
PL33_2	0.0788599	0	0	0	0	0	0	0.238041	0	0	1.01424	0	0	0	0	1.79465	1.06873	0.614177	0.370705	0	0	0	0	0	0	0	0	0	0	0.597061	0.251525	0	1.35703	1.20602	1.04303	0.422592	0	0.325766	0
PL34	0	0	0	0	0	0	0	0	0	0	0	0.370685	0	0	0	0	0.712486	0	0.370705	0.390749	0.228732	0	0	0	0	0.218825	0	0	0	0	0	0	0.54281	0.301504	0.347678	0.281728	0	0	0
PL35	0	0.0687547	0.172115	0	0	0.169998	0	0.952165	0.570015	0	0	0	0	0	0	1.07679	2.13746	0.307088	0.74141	0.390749	0.914926	0.515882	0.322296	0	0	0.218825	0	0	0	0.298531	2.13796	0	2.98546	1.20602	1.99915	0.845185	0	0.814416	0.475711
PL37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71786	0	0.614177	0.370705	1.17225	0.228732	0	0.161148	0	0	0	0	0	0	0	0.377288	0.56637	0.54281	0	0.0869195	0.422592	0	0.244325	0
PL38	0.0788599	0	0.0860576	0	0	0	0	0.476083	0	0	0	0.370685	0	0.663065	0	3.94823	2.13746	3.99215	1.11212	1.17225	0.686195	1.03176	1.28918	0	0	0.218825	0	0	0.550131	0.895592	4.27593	4.53096	1.35703	0.603008	0.956114	1.40864	0	0.814416	1.18928
PL39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307088	0.370705	0	1.14366	2.83735	1.45033	0	0	0	0	0	0	0.597061	0	0	2.30694	0.904511	1.47763	2.25383	0	0.325766	0.237856
PL4	0	0	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161148	0	0	0	0	0	0.275066	0	0	0	0.271405	0	0.260758	0	0	0.0814416	0
PL40	0.0788599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0	0.307088	0	0	0.686195	0.257941	0.161148	0	0	0	0	0	0	0	0.377288	0.56637	0.407108	0	0.347678	0	0	0.244325	0.475711
PL5	0	0.0687547	0.172115	0.209534	0.221282	0.339995	0.273694	0	0	0	0	0	0	0	0	0	0	0	0	0.781498	0	0	0	0.236016	0	0	0	0.258772	0	0	0.125763	0	0.135703	0	0	0.140864	0	0	0
PL5_1	0	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PL6	0.47316	0.343774	0.0860576	0	0.221282	0.169998	0.273694	0	0	0	0	0	0	0	1.20576	5.02502	4.63116	8.59847	1.85353	5.47049	0.914926	0.773822	0.805739	0	0	0.43765	0	0	0.825197	1.19412	3.26983	1.13274	0.949918	0.301504	0.521517	0.563456	0	0.162883	0
PL6_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15358	1.06873	1.84253	0	2.73524	0.228732	0.257941	0.161148	0	0	0	0	0	0	0	0.880338	0	0	0	0.0869195	0	0	0.244325	0
PL6_2	0	0.0687547	0	0	0	0	0	0	0	0	0.507118	0	0	0	0	1.43572	0	0.614177	0.370705	0	0	0	0.161148	0	0	0.218825	0	0	0.275066	0	0	0	0.271405	0.301504	0.0869195	0.281728	0	0.0814416	0
PL6_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.377288	0	0	0	0	0	0	0	0
PL7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94823	1.42497	7.9843	0.370705	0.390749	0	0.257941	0	0	0	0	0	0	0	0	1.13186	0	0.135703	0	0	0	0	0	0
PL7_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356243	0	0	0.390749	0	0	0	0	0	0	0	0	0.275066	0	0	0	0	0	0.0869195	0	0	0.244325	0.475711
PL7_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135703	0	0	0	0	0	0
PL7_5	0.0788599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.30716	2.4937	4.60633	0.370705	2.34449	0	0	0	0	0	0	0	0	0	0	2.38949	1.13274	0	0	0	0	0	0	0
PL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.686195	0.257941	0	0	0.799006	0.218825	0	0	0	0	0	0	0	0	0.0869195	0	0	0.0814416	0
PL8_2	0	0.0687547	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	0.35893	0.356243	0	0.74141	1.17225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162883	0
PL8_3	0	0	0.0860576	0	0	0	0	0.238041	0	0	0	0	0	0	0	1.43572	1.06873	0	0	0	0	0	0.322296	0	0	0.43765	0	0	0	0.298531	1.13186	0.56637	0.678513	0.301504	0.608436	0.422592	0	0.244325	0
PL9	0.3943	0.550038	1.11875	0.209534	0.663847	0	0.273694	4.0467	0	2.93699	8.621	1.11205	10.4002	6.63065	5.42593	3.5893	3.91868	2.7638	5.56058	2.73524	19.2135	22.6988	8.05739	0	15.9801	15.3177	14.1427	0.258772	3.85092	3.28384	3.0183	0	14.1131	8.44211	12.2556	9.71962	2.61688	6.75965	4.99497
PL9_1	0.0788599	0	0.172115	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0	0.307088	0	0.781498	0.228732	0.257941	0	0	0.799006	0.218825	0	0	0	0	0	0	0.54281	0	0.260758	0.140864	0	0.0814416	0.475711
PL9_2	0.23658	0.481283	0.0860576	0	0.221282	0.339995	0	2.14237	1.14003	0.734247	3.04271	0.741369	3.28426	7.29372	4.82305	2.51251	0.356243	3.07088	1.48282	2.34449	6.63322	8.2541	10.3135	0	9.58807	8.09652	4.71423	0.517544	2.47559	0.895592	1.50915	0	3.52827	3.31654	3.65062	2.25383	0	3.25766	2.85427
PL9_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.799006	0	0	0	0	0	0	0	0.135703	0	0	0	0	0	0
PL9_4	0	0	0	0	0	0	0	0.238041	0	0	0	0	0.547377	1.32613	0.602881	1.07679	2.13746	0.921265	4.81917	0.390749	2.05858	1.2897	1.61148	0	0.799006	1.31295	0	0	0	0.597061	0.880338	0	0.271405	0.603008	0.782275	0.281728	0	0.407208	0.475711
SLH	0.15772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356243	0.307088	0	2.73524	2.51605	1.03176	1.12803	0	7.99006	0.43765	0	0	0	0.298531	0.125763	1.13274	0	0.301504	0.0869195	0.140864	0	0	1.42713
cohesin	0	0	0	0	0	0	0	0	0	0	4.56406	0	4.9264	5.96759	6.6317	0	0	0.307088	0	0	5.94702	6.19058	1.28918	0	14.3821	3.93885	0.942847	0	0.275066	0	0	0.56637	0	0	0.347678	0	0	1.14018	1.18928
